AA|Alcoa Corporation|40.48|7548428659|n/a|2016|Basic Industries|Aluminum|https://www.nasdaq.com/symbol/aa
ALEX|Alexander & Baldwin, Inc.|22.24|1601783669|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/alex
ALX|Alexander&#39;s, Inc.|342.11|1747254982|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/alx
ARE|Alexandria Real Estate Equities, Inc.|122.43|12947874932|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/are
ARE^D|Alexandria Real Estate Equities, Inc.|34.701|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/are^d
AQN|Algonquin Power & Utilities Corp.|10.36|4875812343|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/aqn
BABA|Alibaba Group Holding Limited|165.4|4.25397E+11|n/a|2014|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/baba
Y|Alleghany Corporation|644.58|9627881972|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/y
ATI|Allegheny Technologies Incorporated|29.46|3702662306|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/ati
ALLE|Allegion plc|89.53|8505646613|n/a|2013|Consumer Services|Diversified Commercial Services|https://www.nasdaq.com/symbol/alle
AGN|Allergan plc.|190.46|64650584614|n/a|2013|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/agn
ALE|Allete, Inc.|73.52|3776032488|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/ale
AKP|Alliance California Municipal Income Fund Inc|13.5165|115629170|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/akp
ADS|Alliance Data Systems Corporation|239.21|13143056403|n/a|2001|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/ads
AFB|Alliance National Municipal Income Fund Inc|12.24|351838016.6|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/afb
AWF|Alliance World Dollar Government Fund II|11.67|1006300331|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/awf
AB|AllianceBernstein Holding L.P.|30.5|2986829010|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/ab
LNT|Alliant Energy Corporation|41.78|9767032096|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/lnt
CBH|AllianzGI Convertible & Income 2024 Target Term Fund|9.14|166869089.7|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/cbh
NCV|AllianzGI Convertible & Income Fund|6.95|620274503.5|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/ncv
NCV^A|AllianzGI Convertible & Income Fund|25.05|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ncv^a
NCZ|AllianzGI Convertible & Income Fund II|6.16|463675674|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/ncz
NCZ^A|AllianzGI Convertible & Income Fund II|24.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ncz^a
ACV|AllianzGI Diversified Income & Convertible Fund|25.01|257446887.6|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/acv
NIE|AllianzGI Equity & Convertible Income Fund|23.11|640354181.2|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/nie
NFJ|AllianzGI NFJ Dividend, Interest & Premium Strategy Fund|13.1|1241900711|n/a|2005|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/nfj
ALSN|Allison Transmission Holdings, Inc.|51.91|6772561125|n/a|2012|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/alsn
ALL|Allstate Corporation (The)|98.85|34225068292|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/all
ALL^A|Allstate Corporation (The)|25.13|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^a
ALL^B|Allstate Corporation (The)|25.45|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^b
ALL^C.CL|Allstate Corporation (The)|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^c.cl
ALL^D|Allstate Corporation (The)|25.85|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^d
ALL^E|Allstate Corporation (The)|25.81|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^e
ALL^F|Allstate Corporation (The)|25.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^f
ALL^G|Allstate Corporation (The)|25.3|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/all^g
ALLY|Ally Financial Inc.|26.75|11290663834|n/a|2014|Finance|Major Banks|https://www.nasdaq.com/symbol/ally
ALLY^A|Ally Financial Inc.|26.17|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ally^a
AYX|Alteryx, Inc.|60.65|3692087733|n/a|2017|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/ayx
ATUS|Altice USA, Inc.|18.32|13503103457|n/a|2017|Consumer Services|Television Services|https://www.nasdaq.com/symbol/atus
MO|Altria Group|60.81|1.14637E+11|n/a|n/a|Consumer Non-Durables|Farming/Seeds/Milling|https://www.nasdaq.com/symbol/mo
ACH|Aluminum Corporation of China Limited|10.69|6372864121|n/a|2001|Basic Industries|Aluminum|https://www.nasdaq.com/symbol/ach
AMBR|Amber Road, Inc.|9.46|260345774.7|n/a|2014|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/ambr
ABEV|Ambev S.A.|4.64|72940785505|n/a|2013|Consumer Non-Durables|Beverages (Production/Distribution)|https://www.nasdaq.com/symbol/abev
AMC|AMC Entertainment Holdings, Inc.|20.15|2570562481|n/a|2013|Consumer Services|Movies/Entertainment|https://www.nasdaq.com/symbol/amc
AEE|Ameren Corporation|62.14|15164644357|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/aee
AMRC|Ameresco, Inc.|13.4|613016647.4|n/a|2010|Basic Industries|Engineering & Construction|https://www.nasdaq.com/symbol/amrc
AMOV|America Movil, S.A.B. de C.V.|16.3699|54064117352|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/amov
AMX|America Movil, S.A.B. de C.V.|16.32|53899314912|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/amx
AAT|American Assets Trust, Inc.|36.75|1735412947|n/a|2011|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/aat
AXL|American Axle & Manufacturing Holdings, Inc.|17.76|1983542419|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/axl
ACC|American Campus Communities Inc|40.86|5598994398|n/a|2004|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/acc
AEO|American Eagle Outfitters, Inc.|24.4|4327729107|n/a|n/a|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/aeo
AEP|American Electric Power Company, Inc.|68.97|33997661980|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/aep
AEL|American Equity Investment Life Holding Company|35.01|3160704305|n/a|2003|Finance|Life Insurance|https://www.nasdaq.com/symbol/ael
AXP|American Express Company|108.01|93002469543|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/axp
AFG|American Financial Group, Inc.|110.51|9845077638|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/afg
AFGE|American Financial Group, Inc.|25.51|0|n/a|2014|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/afge
AFGH|American Financial Group, Inc.|25.31|0|n/a|2015|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/afgh
AMH|American Homes 4 Rent|21.82|6459119175|n/a|2013|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/amh
AMH^D|American Homes 4 Rent|25.04|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/amh^d
AMH^E|American Homes 4 Rent|24.57|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/amh^e
AMH^F|American Homes 4 Rent|23.16|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/amh^f
AMH^G|American Homes 4 Rent|23.21|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/amh^g
AMH^H|American Homes 4 Rent|25.05|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/amh^h
AIG|American International Group, Inc.|54.05|48020520839|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/aig
AIG.WS|American International Group, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aig.ws
AMID|American Midstream Partners, LP|5.9|312588313|n/a|2011|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/amid
ARL|American Realty Investors, Inc.|16.41|262512017.2|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/arl
ARA|American Renal Associates Holdings, Inc|21.65|702905548.9|n/a|2016|Health Care|Hospital/Nursing Management|https://www.nasdaq.com/symbol/ara
AWR|American States Water Company|58.31|2141930735|n/a|n/a|Public Utilities|Water Supply|https://www.nasdaq.com/symbol/awr
AMT|American Tower Corporation (REIT)|143.95|63458206599|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/amt
AVD|American Vanguard Corporation|19.05|577681591.7|n/a|n/a|Basic Industries|Agricultural Chemicals|https://www.nasdaq.com/symbol/avd
AWK|American Water Works|85.91|15506084730|n/a|2008|Public Utilities|Water Supply|https://www.nasdaq.com/symbol/awk
COLD|Americold Realty Trust|24.98|3683584248|n/a|2018|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/cold
APU|AmeriGas Partners, L.P.|39.19|3643771452|n/a|n/a|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/apu
AMP|AMERIPRISE FINANCIAL SERVICES, INC.|146.65|20804333896|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/amp
ABC|AmerisourceBergen Corporation (Holding Co)|90.31|19539168520|n/a|n/a|Health Care|Other Pharmaceuticals|https://www.nasdaq.com/symbol/abc
ANFI|Amira Nature Foods Ltd|1.67|59169248.96|n/a|2012|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/anfi
AMN|AMN Healthcare Services Inc|53.55|2543245491|n/a|n/a|Technology|Professional Services|https://www.nasdaq.com/symbol/amn
AMRX|Amneal Pharmaceuticals, Inc.|22.07|6587181852|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/amrx
AP|Ampco-Pittsburgh Corporation|6.5|81194665.5|n/a|n/a|Capital Goods|Fluid Controls|https://www.nasdaq.com/symbol/ap
APH|Amphenol Corporation|93.6|28112999803|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/aph
AXR|AMREP Corporation|7.26|59008583.04|n/a|n/a|Consumer Services|Newspapers/Magazines|https://www.nasdaq.com/symbol/axr
AME|AMTEK, Inc.|79.39|18410315771|n/a|n/a|Consumer Durables|Metal Fabrications|https://www.nasdaq.com/symbol/ame
AFSI^A|AmTrust Financial Services, Inc.|15.7|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^a
AFSI^B|AmTrust Financial Services, Inc.|16.42|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^b
AFSI^C|AmTrust Financial Services, Inc.|17.12|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^c
AFSI^D|AmTrust Financial Services, Inc.|17.31|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^d
AFSI^E|AmTrust Financial Services, Inc.|17.71|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^e
AFSI^F|AmTrust Financial Services, Inc.|15.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/afsi^f
AFSS|AmTrust Financial Services, Inc.|22.6381|0|n/a|2015|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/afss
AFST|AmTrust Financial Services, Inc.|23.99|0|n/a|2015|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/afst
APC|Anadarko Petroleum Corporation|66.62|34114440697|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/apc
ANDV|Andeavor|157.1|23741892558|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/andv
ANDX|Andeavor Logistics LP|48.43|11888244943|n/a|2011|Energy|Natural Gas Distribution|https://www.nasdaq.com/symbol/andx
AU|AngloGold Ashanti Limited|8.74|3597482876|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/au
BUD|Anheuser-Busch Inbev SA|89.67|1.75439E+11|n/a|n/a|Consumer Non-Durables|Beverages (Production/Distribution)|https://www.nasdaq.com/symbol/bud
AXE|Anixter International Inc.|70.65|2364252300|n/a|n/a|Consumer Non-Durables|Telecommunications Equipment|https://www.nasdaq.com/symbol/axe
NLY|Annaly Capital Management Inc|10.19|13277975450|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/nly
NLY^C|Annaly Capital Management Inc|25.39|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/nly^c
NLY^D|Annaly Capital Management Inc|25.3667|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/nly^d
NLY^F|Annaly Capital Management Inc|25.49|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/nly^f
NLY^G|Annaly Capital Management Inc|24.18|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/nly^g
NLY^H|Annaly Capital Management Inc|25.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/nly^h
AMGP|Antero Midstream GP LP|16.87|3141352055|n/a|2017|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/amgp
AM|Antero Midstream Partners LP|28.39|5310221717|n/a|2014|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/am
AR|Antero Resources Corporation|17.4|5517301690|n/a|2013|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/ar
ANTM|Anthem, Inc.|269.46|70047118074|n/a|n/a|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/antm
ANH|Anworth Mortgage Asset  Corporation|4.68|460383229.8|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/anh
ANH^A|Anworth Mortgage Asset  Corporation|26|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/anh^a
ANH^B|Anworth Mortgage Asset  Corporation|25.75|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/anh^b
ANH^C|Anworth Mortgage Asset  Corporation|25.29|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/anh^c
AON|Aon plc|154.64|37524222242|n/a|n/a|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/aon
APA|Apache Corporation|47.23|18064811560|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/apa
AIV|Apartment Investment and Management Company|43.3|6813316832|n/a|1994|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/aiv
AIV^A|Apartment Investment and Management Company|26.07|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/aiv^a
APY|Apergy Corporation|44.1|3410686415|n/a|2018|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/apy
ARI|Apollo Commercial Real Estate Finance|19.26|2562369352|n/a|2009|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ari
ARI^C|Apollo Commercial Real Estate Finance|25.7|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ari^c
APO|Apollo Global Management, LLC|35.56|14370857928|n/a|2011|Finance|Investment Managers|https://www.nasdaq.com/symbol/apo
APO^A|Apollo Global Management, LLC|25.02|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/apo^a
APO^B|Apollo Global Management, LLC|24.69|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/apo^b
AIY|Apollo Investment Corporation|25.4147|0|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/aiy
AFT|Apollo Senior Floating Rate Fund Inc.|16|249168976|n/a|2011|n/a|n/a|https://www.nasdaq.com/symbol/aft
AIF|Apollo Tactical Income Fund Inc.|15.64|226217366.6|n/a|2013|n/a|n/a|https://www.nasdaq.com/symbol/aif
APLE|Apple Hospitality REIT, Inc.|17.22|3966583296|n/a|2015|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/aple
AIT|Applied Industrial Technologies, Inc.|78.2|3030331406|n/a|n/a|Consumer Durables|Industrial Specialties|https://www.nasdaq.com/symbol/ait
ATR|AptarGroup, Inc.|108.6|6753091610|n/a|n/a|Consumer Non-Durables|Plastic Products|https://www.nasdaq.com/symbol/atr
APTV|Aptiv PLC|84.68|22418012570|n/a|2011|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/aptv
WTR|Aqua America, Inc.|36.2|6440483506|n/a|n/a|Public Utilities|Water Supply|https://www.nasdaq.com/symbol/wtr
AQ|Aquantia Corp.|12.7|435104603.5|n/a|2017|Technology|Semiconductors|https://www.nasdaq.com/symbol/aq
WAAS|AquaVenture Holdings Limited|17.19|456924828.7|n/a|2016|Public Utilities|Water Supply|https://www.nasdaq.com/symbol/waas
ARMK|Aramark|43.17|10640382346|n/a|2013|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/armk
ABR|Arbor Realty Trust|11.23|846638830|n/a|2004|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/abr
ABR^A|Arbor Realty Trust|25.55|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^a
ABR^B|Arbor Realty Trust|25.7|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^b
ABR^C|Arbor Realty Trust|26.0636|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/abr^c
ARC|ARC Document Solutions, Inc.|2.88|131532474.2|n/a|2004|Consumer Services|Professional Services|https://www.nasdaq.com/symbol/arc
MT|ArcelorMittal|31.79|32212922175|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/mt
ARCH|Arch Coal, Inc.|90.52|1773082949|n/a|2016|Energy|Coal Mining|https://www.nasdaq.com/symbol/arch
ADM|Archer-Daniels-Midland Company|49.35|27623040591|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/adm
